category,claim_count,unique_study_count,percent_of_206_studies,conditional_claim_count,eligible_quantitative_claim_count,eligible_qualitative_claim_count,context_only_claim_count
residual_LFM_suppression,1,1,0.5,0,1,0,0
resolution_improvement,1,1,0.5,0,1,0,0
resolution_target_geometry,1,1,0.5,0,1,0,0
resolution_test_conditions,1,1,0.5,0,1,0,0
resolved_target_spacing,1,1,0.5,0,1,0,0
responsivity,1,1,0.5,1,1,0,0
retained_end_channels,1,1,0.5,0,1,0,0
return_loss,1,1,0.5,0,1,0,0
ring_geometry,1,1,0.5,0,1,0,0
robot_count,1,1,0.5,0,1,0,0
robust_Vpp_range,1,1,0.5,0,1,0,0
robustness_factor,1,1,0.5,0,1,0,0
room_coverage_fraction,1,1,0.5,0,1,0,0
rotation_epoch_sweep,1,1,0.5,0,1,0,0
round_trip_time,1,1,0.5,0,1,0,0
rounds_to_centimeter_level,1,1,0.5,0,1,0,0
safety_limited_optical_power,1,1,0.5,0,1,0,0
sample_detector_distance,1,1,0.5,0,1,0,0
sample_size,1,1,0.5,0,1,0,0
sample_spatial_locations,1,1,0.5,0,1,0,0
sample_time_points,1,1,0.5,0,1,0,0
sample_window_duration,1,1,0.5,0,1,0,0
sampled_range_resolution,1,1,0.5,0,1,0,0
samples_per_CPI,1,1,0.5,0,1,0,0
samples_per_event,1,1,0.5,1,1,0,0
samples_per_symbol,1,1,0.5,1,1,0,0
sampling_distance_resolution,1,1,0.5,0,1,0,0
sampling_frequency,1,1,0.5,0,1,0,0
sampling_limit,1,1,0.5,0,1,0,0
sampling_limited_distance_resolution,1,1,0.5,1,1,0,0
sampling_preprocessing,1,1,0.5,0,1,0,0
sampling_rate_default,1,1,0.5,0,1,0,0
sampling_rate_lower,1,1,0.5,0,1,0,0
sampling_rate_reduction,1,1,0.5,0,1,0,0
sampling_rate_upper,1,1,0.5,0,1,0,0
sampling_rates,1,1,0.5,1,1,0,0
saturated_correlation_coefficient,1,1,0.5,0,1,0,0
scenario_SNR,1,1,0.5,0,1,0,0
scenario_code_length,1,1,0.5,0,1,0,0
scenario_overlap,1,1,0.5,0,1,0,0
scenario_tenants,1,1,0.5,0,1,0,0
scintillation_index_parameter,1,1,0.5,0,1,0,0
scintillation_quantile,1,1,0.5,0,1,0,0
screen_size,1,1,0.5,0,1,0,0
seismic_wave_frequency,1,1,0.5,1,1,0,0
seismic_wave_phase_velocity,1,1,0.5,1,1,0,0
seismic_wave_wavenumber,1,1,0.5,1,1,0,0
selected_bias_and_Vpp,1,1,0.5,0,1,0,0
selected_drive_voltage,1,1,0.5,0,1,0,0
selected_injection_power,1,1,0.5,0,1,0,0
selected_input_optical_power,1,1,0.5,1,1,0,0
selected_linear_fit_rate,1,1,0.5,0,1,0,0
selected_max_fit_rate,1,1,0.5,0,1,0,0
selected_optical_tones,1,1,0.5,0,1,0,0
selected_phase_modulation_depth,1,1,0.5,0,1,0,0
selected_queue_size,1,1,0.5,0,1,0,0
self_delay,1,1,0.5,1,1,0,0
self_interference_suppression,1,1,0.5,0,1,0,0
sensing_EDFA_drive_levels,1,1,0.5,0,1,0,0
sensing_PD_count,1,1,0.5,0,1,0,0
sensing_QPSK_BER,1,1,0.5,0,1,0,0
sensing_RTO_sampling_rate,1,1,0.5,0,1,0,0
sensing_SNR_gain,1,1,0.5,0,1,0,0
sensing_SNR_improvement,1,1,0.5,1,1,0,0
sensing_SNR_penalty,1,1,0.5,1,1,0,0
sensing_SNR_threshold_scenarios,1,1,0.5,1,1,0,0
sensing_SNR_thresholds,1,1,0.5,0,1,0,0
sensing_accuracy_loss,1,1,0.5,1,1,0,0
sensing_accuracy_penalty,1,1,0.5,1,1,0,0
sensing_antenna_configuration,1,1,0.5,1,1,0,0
sensing_communication_subcarrier_partition,1,1,0.5,0,1,0,0
sensing_convergence_iterations,1,1,0.5,1,1,0,0
sensing_core_insertion_loss,1,1,0.5,0,1,0,0
sensing_degradation,1,1,0.5,0,1,0,0
sensing_distance,1,1,0.5,0,1,0,0
sensing_path_loss_exponent,1,1,0.5,1,1,0,0
sensing_range,1,1,0.5,0,1,0,0
sensing_receiver_antenna_count,1,1,0.5,1,1,0,0
sensing_sampling_rate,1,1,0.5,0,1,0,0
sensing_slot_count,1,1,0.5,1,1,0,0
sensing_transport_capacity_comparison,1,1,0.5,0,1,0,0
sensing_transport_path,1,1,0.5,0,1,0,0
sensing_wavelength,1,1,0.5,0,1,0,0
sensor_DAC_clock,1,1,0.5,0,1,0,0
sensor_accuracy,1,1,0.5,0,1,0,0
sensor_array,1,1,0.5,0,1,0,0
sensor_module_size,1,1,0.5,0,1,0,0
sensor_operating_range,1,1,0.5,0,1,0,0
sensor_word_resolution,1,1,0.5,0,1,0,0
separation_estimates,1,1,0.5,0,1,0,0
sequential_search_complexity,1,1,0.5,1,1,0,0
serial_dilution_volumes,1,1,0.5,0,1,0,0
service_continuity,1,1,0.5,1,1,0,0
seventh_alignment_angle,1,1,0.5,0,1,0,0
shaping_factors,1,1,0.5,0,1,0,0
shared_DSP_functions,1,1,0.5,0,1,0,0
shared_frame_sampling,1,1,0.5,0,1,0,0
side_LED_inclination,1,1,0.5,0,1,0,0
side_mode_suppression_ratio,1,1,0.5,0,1,0,0
sideband_tuning_ranges,1,1,0.5,0,1,0,0
sidelobe_evaluation_region,1,1,0.5,0,1,0,0
sidelobe_fluctuation,1,1,0.5,0,1,0,0
signal_and_receiver_bandwidth,1,1,0.5,0,1,0,0
signal_branch_fraction,1,1,0.5,0,1,0,0
signal_duration,1,1,0.5,0,1,0,0
signal_laser_power,1,1,0.5,0,1,0,0
signal_laser_wavelength,1,1,0.5,0,1,0,0
signal_response_bandwidth,1,1,0.5,0,1,0,0
signal_tone_power,1,1,0.5,0,1,0,0
signal_wavelength,1,1,0.5,0,1,0,0
significant_turbulence_threshold,1,1,0.5,0,1,0,0
silicone_volume,1,1,0.5,0,1,0,0
simulated_64QAM_coverage,1,1,0.5,0,1,0,0
simulated_bandwidth_performance_boundary,1,1,0.5,0,1,0,0
simulated_bit_count,1,1,0.5,0,1,0,0
simulated_network_entities,1,1,0.5,0,1,0,0
simulated_noise_range,1,1,0.5,1,1,0,0
simulated_range_sweep,1,1,0.5,0,1,0,0
simulated_target_delays,1,1,0.5,0,1,0,0
simulated_target_frequencies,1,1,0.5,0,1,0,0
simulated_target_ranges,1,1,0.5,0,1,0,0
simulated_target_separation,1,1,0.5,0,1,0,0
simulated_visibility_levels,1,1,0.5,0,1,0,0
simulation_RF_parameters,1,1,0.5,0,1,0,0
simulation_bandwidth,1,1,0.5,0,1,0,0
simulation_component_coordinates,1,1,0.5,0,1,0,0
simulation_instances,1,1,0.5,0,1,0,0
simulation_noise_parameters,1,1,0.5,0,1,0,0
simulation_parameters,1,1,0.5,0,1,0,0
simulation_range_errors,1,1,0.5,0,1,0,0
simulation_repetitions,1,1,0.5,0,1,0,0
simulation_sampling_rate,1,1,0.5,0,1,0,0
simulation_symbols,1,1,0.5,0,1,0,0
simultaneously_tested_fibers,1,1,0.5,0,1,0,0
single_band_resolution,1,1,0.5,0,1,0,0
single_channel_joint_product,1,1,0.5,0,1,0,0
single_channel_resolution,1,1,0.5,0,1,0,0
single_target_range_positions,1,1,0.5,0,1,0,0
single_target_ranging_error,1,1,0.5,0,1,0,0
single_target_test_span,1,1,0.5,0,1,0,0
sliding_window_length,1,1,0.5,0,1,0,0
sliding_window_start,1,1,0.5,0,1,0,0
sliding_window_step,1,1,0.5,0,1,0,0
source_OIRS_distance,1,1,0.5,0,1,0,0
source_count,1,1,0.5,1,1,0,0
source_sample_distance,1,1,0.5,0,1,0,0
space_complexity,1,1,0.5,1,1,0,0
spacing_error,1,1,0.5,0,1,0,0
span_count,1,1,0.5,1,1,0,0
span_length,1,1,0.5,1,1,0,0
span_loss,1,1,0.5,0,1,0,0
spatial_channel_count,1,1,0.5,1,1,0,0
spatial_channel_interval,1,1,0.5,1,1,0,0
spectral_efficiency_capacity,1,1,0.5,1,1,0,0
spectral_efficiency_loss,1,1,0.5,0,1,0,0
spectral_height_above_noise,1,1,0.5,0,1,0,0
spectral_peak_spacing,1,1,0.5,0,1,0,0
spectral_separation,1,1,0.5,0,1,0,0
split_ratio,1,1,0.5,0,1,0,0
split_step_size,1,1,0.5,0,1,0,0
splitter_loss_model,1,1,0.5,0,1,0,0
spread_gain,1,1,0.5,0,1,0,0
spread_gain_near_zero_SNR_threshold,1,1,0.5,0,1,0,0
spread_spectrum_bandwidth,1,1,0.5,1,1,0,0
spreading_factor,1,1,0.5,0,1,0,0
spur_suppression_ratio,1,1,0.5,0,1,0,0
stability_duration,1,1,0.5,0,1,0,0
stable_end_segment_length,1,1,0.5,0,1,0,0
stable_pulse_SNR_penalty,1,1,0.5,0,1,0,0
standard_deviation,1,1,0.5,0,1,0,0
start_frequency,1,1,0.5,1,1,0,0
starting_frequency,1,1,0.5,0,1,0,0
static_delay_residual,1,1,0.5,0,1,0,0
stationary_channel_gain,1,1,0.5,0,1,0,0
steering_angle_set,1,1,0.5,0,1,0,0
steering_range,1,1,0.5,0,1,0,0
step_rotation_speeds,1,1,0.5,0,1,0,0
stop_frequency,1,1,0.5,1,1,0,0
storage_reduction,1,1,0.5,0,1,0,0
straight_motion_tilt_angle,1,1,0.5,0,1,0,0
strong_turbulence_SNR_penalty,1,1,0.5,0,1,0,0
strong_turbulence_r0,1,1,0.5,0,1,0,0
sub_THz_carriers_bandwidths,1,1,0.5,0,1,0,0
subband_bandwidth_change,1,1,0.5,1,1,0,0
subband_outage_probabilities,1,1,0.5,0,1,0,0
subcarrier_counts,1,1,0.5,0,1,0,0
subcarrier_interval,1,1,0.5,1,1,0,0
subcarrier_spacing_formula,1,1,0.5,0,1,0,0
subcentimeter_resolution,1,1,0.5,0,1,0,0
subframe_duration,1,1,0.5,0,1,0,0
substrate_thickness,1,1,0.5,1,1,0,0
successful_distance_lower_bound,1,1,0.5,0,1,0,0
successful_distance_upper_bound,1,1,0.5,0,1,0,0
successful_recovery_threshold,1,1,0.5,0,1,0,0
sum_rate_saturation_onset,1,1,0.5,0,1,0,0
sum_rate_saturation_value,1,1,0.5,0,1,0,0
supported_frame_rate,1,1,0.5,0,1,0,0
surface_wave_frequency,1,1,0.5,1,1,0,0
surface_wave_phase_velocity,1,1,0.5,1,1,0,0
surface_wave_wavenumber,1,1,0.5,1,1,0,0
sweep_end_frequency,1,1,0.5,0,1,0,0
sweep_start_frequency,1,1,0.5,0,1,0,0
symbol_entropy,1,1,0.5,0,1,0,0
symbol_switching_rate,1,1,0.5,0,1,0,0
symbols_per_pulse,1,1,0.5,1,1,0,0
synchronization,1,1,0.5,1,1,0,0
synchronization_power_overhead,1,1,0.5,0,1,0,0
synchronization_power_saving,1,1,0.5,0,1,0,0
system_frequency_response,1,1,0.5,0,1,0,0
system_power_efficiency,1,1,0.5,0,1,0,0
table_surfaces,1,1,0.5,0,1,0,0
tag_OOK_rates,1,1,0.5,1,1,0,0
tag_count,1,1,0.5,1,1,0,0
tag_sensitivity,1,1,0.5,1,1,0,0
target_NMSE,1,1,0.5,0,1,0,0
target_angular_extent,1,1,0.5,0,1,0,0
target_delays,1,1,0.5,1,1,0,0
target_dimensions_reference_range,1,1,0.5,0,1,0,0
target_distance_range,1,1,0.5,0,1,0,0
target_geometry_distance,1,1,0.5,0,1,0,0
target_illuminance,1,1,0.5,1,1,0,0
target_measurement_distance,1,1,0.5,0,1,0,0
target_plate_dimension,1,1,0.5,0,1,0,0
target_range_1,1,1,0.5,0,1,0,0
target_range_2,1,1,0.5,0,1,0,0
target_range_constraint,1,1,0.5,0,1,0,0
target_reflectivity,1,1,0.5,0,1,0,0
target_separation_measurements,1,1,0.5,0,1,0,0
target_spacing_nominal,1,1,0.5,0,1,0,0
target_spacings,1,1,0.5,0,1,0,0
target_speed_range,1,1,0.5,0,1,0,0
target_state,1,1,0.5,0,1,0,0
target_vehicle_speed,1,1,0.5,0,1,0,0
temperature_Q_penalty,1,1,0.5,0,1,0,0
temperature_estimation_error,1,1,0.5,0,1,0,0
temperature_maximum,1,1,0.5,0,1,0,0
temperature_resolution,1,1,0.5,0,1,0,0
temporal_overlap_default,1,1,0.5,0,1,0,0
temporal_overlap_lower,1,1,0.5,0,1,0,0
temporal_overlap_upper,1,1,0.5,0,1,0,0
temporal_resolution,1,1,0.5,1,1,0,0
tenant_count_default,1,1,0.5,0,1,0,0
tenant_count_sweep,1,1,0.5,0,1,0,0
terminal_optical_power,1,1,0.5,0,1,0,0
test_density,1,1,0.5,0,1,0,0
test_distance_range,1,1,0.5,1,1,0,0
test_distances,1,1,0.5,0,1,0,0
test_repetitions,1,1,0.5,0,1,0,0
test_sample_count,1,1,0.5,1,1,0,0
tested_modulation_formats,1,1,0.5,0,1,0,0
tested_position_count,1,1,0.5,0,1,0,0
tested_range_grid,1,1,0.5,0,1,0,0
tested_range_interval,1,1,0.5,0,1,0,0
tested_rate_range,1,1,0.5,0,1,0,0
tested_signal_bandwidth_range,1,1,0.5,0,1,0,0
tested_target_distance_far,1,1,0.5,0,1,0,0
tested_target_distance_mid,1,1,0.5,0,1,0,0
tested_target_distance_near,1,1,0.5,0,1,0,0
theoretical_resolution,1,1,0.5,0,1,0,0
thermal_noise_photon_number,1,1,0.5,0,1,0,0
thermal_noise_power,1,1,0.5,0,1,0,0
thermal_noise_series,1,1,0.5,0,1,0,0
throughput,1,1,0.5,0,1,0,0
throughput_gain,1,1,0.5,0,1,0,0
throughput_improvement,1,1,0.5,0,1,0,0
time_cell_duration,1,1,0.5,0,1,0,0
time_division_cycle_latency,1,1,0.5,0,1,0,0
time_domain_feature_count,1,1,0.5,0,1,0,0
time_scale_amplification,1,1,0.5,0,1,0,0
time_slot_ratio,1,1,0.5,0,1,0,0
time_slots_per_instance,1,1,0.5,0,1,0,0
time_tag_precision,1,1,0.5,0,1,0,0
time_tagger_dead_time,1,1,0.5,0,1,0,0
timing_precision,1,1,0.5,0,1,0,0
total_LED_power,1,1,0.5,0,1,0,0
total_RF_bandwidth,1,1,0.5,1,1,0,0
total_distance,1,1,0.5,1,1,0,0
total_fiber_distance,1,1,0.5,0,1,0,0
total_network_throughput,1,1,0.5,0,1,0,0
total_noise_power,1,1,0.5,0,1,0,0
total_slot_count_effect,1,1,0.5,1,1,0,0
total_symbol_count,1,1,0.5,0,1,0,0
total_symbol_duration,1,1,0.5,0,1,0,0
total_waveform_bandwidth,1,1,0.5,1,1,0,0
tracking_RMSE_reduction,1,1,0.5,0,1,0,0
tracking_RMSE_time,1,1,0.5,0,1,0,0
tracking_rate,1,1,0.5,0,1,0,0
tradeoff_operating_weight,1,1,0.5,0,1,0,0
tradeoff_significance_threshold,1,1,0.5,0,1,0,0
train_array_scenario,1,1,0.5,0,1,0,0
train_validation_split,1,1,0.5,0,1,0,0
training_accuracy,1,1,0.5,1,1,0,0
training_epochs,1,1,0.5,0,1,0,0
training_fraction,1,1,0.5,0,1,0,0
training_iterations,1,1,0.5,1,1,0,0
training_loss,1,1,0.5,1,1,0,0
training_record_count,1,1,0.5,0,1,0,0
training_runtime,1,1,0.5,1,1,0,0
training_symbol_count,1,1,0.5,0,1,0,0
training_symbols,1,1,0.5,1,1,0,0
training_time,1,1,0.5,0,1,0,0
transceiver_combinations,1,1,0.5,1,1,0,0
transceiver_height,1,1,0.5,0,1,0,0
transform_size,1,1,0.5,0,1,0,0
transmissivity,1,1,0.5,0,1,0,0
transmit_LNA_gain,1,1,0.5,0,1,0,0
transmit_PA_gain,1,1,0.5,0,1,0,0
transmit_antenna_count,1,1,0.5,1,1,0,0
transmit_divergence,1,1,0.5,0,1,0,0
transmit_reference_split,1,1,0.5,0,1,0,0
transmitter_current_sweep,1,1,0.5,0,1,0,0
transmitter_diameter,1,1,0.5,0,1,0,0
transmitter_height_scenarios,1,1,0.5,1,1,0,0
transmitter_jitter_SD,1,1,0.5,0,1,0,0
transmitter_laser_wavelength,1,1,0.5,0,1,0,0
transmitter_optical_parameters,1,1,0.5,0,1,0,0
transmitter_receiver_chaos_correlation,1,1,0.5,0,1,0,0
trial_count,1,1,0.5,1,1,0,0
turbulence_depth,1,1,0.5,1,1,0,0
turntable_period,1,1,0.5,0,1,0,0
two_target_separation,1,1,0.5,0,1,0,0
unambiguous_fiber_length,1,1,0.5,1,1,0,0
uncalibrated_distance_error_lower,1,1,0.5,0,1,0,0
uncalibrated_distance_error_upper,1,1,0.5,0,1,0,0
uniformity_mode_illuminance_constraints,1,1,0.5,0,1,0,0
unresolved_target_spacing,1,1,0.5,0,1,0,0
uplink_VPP_range,1,1,0.5,0,1,0,0
uplink_rate,1,1,0.5,0,1,0,0
upper_range_threshold,1,1,0.5,0,1,0,0
upsampling_rates,1,1,0.5,0,1,0,0
used_receiver_count,1,1,0.5,0,1,0,0
useful_data_rate,1,1,0.5,0,1,0,0
useful_signal_power,1,1,0.5,0,1,0,0
user_blocker_height,1,1,0.5,0,1,0,0
user_blocker_radius,1,1,0.5,0,1,0,0
user_device_distance,1,1,0.5,0,1,0,0
user_load_priority_threshold,1,1,0.5,0,1,0,0
user_locations,1,1,0.5,0,1,0,0
user_offset,1,1,0.5,0,1,0,0
user_speed,1,1,0.5,0,1,0,0
user_speed_sweep,1,1,0.5,0,1,0,0
user_target_distance,1,1,0.5,0,1,0,0
valid_signal_loss_probability,1,1,0.5,0,1,0,0
validated_distance_range,1,1,0.5,0,1,0,0
validated_distance_upper_bound,1,1,0.5,0,1,0,0
validated_frequency_lower_bound,1,1,0.5,0,1,0,0
validated_frequency_upper_bound,1,1,0.5,0,1,0,0
validation_accuracy,1,1,0.5,1,1,0,0
validation_fraction,1,1,0.5,0,1,0,0
validation_sample_count,1,1,0.5,1,1,0,0
variance_scaling,1,1,0.5,1,1,0,0
vehicle_processing_rate,1,1,0.5,0,1,0,0
velocity,1,1,0.5,0,1,0,0
velocity_limits,1,1,0.5,0,1,0,0
velocity_resolution_cases,1,1,0.5,0,1,0,0
velocity_resolution_formula,1,1,0.5,0,1,0,0
vertical_tilt_limit,1,1,0.5,0,1,0,0
vibration_amplitude_lower_bound,1,1,0.5,0,1,0,0
vibration_amplitude_sweep,1,1,0.5,0,1,0,0
vibration_amplitude_upper_bound,1,1,0.5,0,1,0,0
vibration_curve_count,1,1,0.5,0,1,0,0
vibration_curve_duration,1,1,0.5,0,1,0,0
vibration_frequency_cases,1,1,0.5,0,1,0,0
vibration_frequency_lower_bound,1,1,0.5,0,1,0,0
vibration_frequency_upper_bound,1,1,0.5,0,1,0,0
vibration_period,1,1,0.5,0,1,0,0
vibration_response_bandwidth,1,1,0.5,0,1,0,0
vibration_sensitivity,1,1,0.5,0,1,0,0
vibration_spatial_extent,1,1,0.5,0,1,0,0
vibration_spatial_resolution,1,1,0.5,0,1,0,0
view_angle_sweep,1,1,0.5,0,1,0,0
visibility,1,1,0.5,1,1,0,0
visibility_range,1,1,0.5,1,1,0,0
visible_harmonic_ceiling,1,1,0.5,0,1,0,0
visible_light_modulation,1,1,0.5,0,1,0,0
voltage,1,1,0.5,1,1,0,0
wafer_bonding,1,1,0.5,0,1,0,0
walking_branch_length,1,1,0.5,0,1,0,0
walking_signal_sets,1,1,0.5,0,1,0,0
wall_reflectance,1,1,0.5,0,1,0,0
wall_reflectivity,1,1,0.5,0,1,0,0
wall_reflector_area,1,1,0.5,0,1,0,0
waveform_duration,1,1,0.5,0,1,0,0
waveform_range_resolution,1,1,0.5,0,1,0,0
wavefront_pick_counts,1,1,0.5,0,1,0,0
wavefront_quality_threshold,1,1,0.5,0,1,0,0
waveguide_receiver_gap,1,1,0.5,0,1,0,0
weak_turbulence_r0,1,1,0.5,0,1,0,0
weakest_detected_microseism,1,1,0.5,1,1,0,0
weather_attenuation_coefficients,1,1,0.5,0,1,0,0
weather_event_count,1,1,0.5,1,1,0,0
weather_visibility_range,1,1,0.5,0,1,0,0
wide_beam_radiation_angle,1,1,0.5,0,1,0,0
wide_beam_surface_fraction,1,1,0.5,0,1,0,0
wide_narrow_area_allocation,1,1,0.5,0,1,0,0
wide_sparse_LFM_settings,1,1,0.5,0,1,0,0
windowing,1,1,0.5,0,1,0,0
wired_fronthaul_rate,1,1,0.5,0,1,0,0
wireless_PSLR,1,1,0.5,0,1,0,0
wireless_antenna_spacing,1,1,0.5,0,1,0,0
wireless_distance_sweep,1,1,0.5,0,1,0,0
wireless_propagation_distance,1,1,0.5,0,1,0,0
wireless_transmission_distance,1,1,0.5,0,1,0,0
zero_padding_factor,1,1,0.5,0,1,0,0
zero_padding_length,1,1,0.5,0,1,0,0
