metric_record_id,study_cluster_id,source_screening_record_id,condition_set_id,tradeoff_id,metric_domain,metric_family_code,metric_name_reported,measurement_plane_code,validation_type_code,result_representation,comparison_operator,value_numeric,value_low,value_high,uncertainty_type,uncertainty_value,unit_reported,value_status,value_origin,normalization_status,normalized_value,normalized_unit,normalization_formula,normalization_input_ids,scenario_summary,baseline_comparator,comparison_group_id,metric_comparability_class,metric_comparison_admissibility_class,pdf_page,section_heading,table_id,figure_id,equation_id,verification_status,conflict_flag,schema_version,final_claim_status,final_survey_use_class,final_comparison_admissibility,cross_study_quantitative_comparison_allowed,final_reason_code,independent_human_status,source_workbook_sha256
MET-SCR00008-029,STC-SINGLETON-SCR-00008,SCR-00008,COND-SCR00008-COMM-ON-20G,TRD-SCR00008-002,communication,data_rate,Transmission rate,system,prototype_testbed,scalar,eq,20,,,NR,,Gb/s,reported,reported,not_normalized_reported_value,,,,,PAM4 IM/DD over the same unamplified 90-km fiber as the FT-DVS.,No rate sweep; sensing present versus absent at the fixed 20-Gb/s operating point.,CG-OPTICAL-IMDD-DATA-RATE,conditionally_comparable,conditionally_admissible,7,3. Experiments and Result Discussion,Table 1,Fig. 7(a),,verified,yes_coexistence_not_tradeoff,phase_d_schema_v1.0_pilot_locked,supported_with_source_specific_guardrail,eligible_quantitative,conditionally_admissible,no,metric_scope_or_definition_guardrail,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-SCR00008-030,STC-SINGLETON-SCR-00008,SCR-00008,COND-SCR00008-COMM-BER-SENSING-ON-OFF,TRD-SCR00008-002,communication,BER,Bit error rate (BER),system,prototype_testbed,curve,,,,,NR,,unitless,reported,reported,not_normalized_plot_only,,,,,20-Gb/s PAM4 IM/DD over 90 km; sensing signal present versus absent.,Same communication setup without sensing.,CG-PAM4-BER-CURVE-DESCRIPTIVE,descriptive_only,insufficient_information,7,3. Experiments and Result Discussion,,Fig. 7(a),,verified,yes_plot_only_no_numeric_value,phase_d_schema_v1.0_pilot_locked,supported_with_source_specific_guardrail,eligible_quantitative,insufficient_information,no,metric_scope_or_definition_guardrail,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-SCR00008-031,STC-SINGLETON-SCR-00008,SCR-00008,COND-SCR00008-COMM-ON-20G-10KHZ-30TRIALS,TRD-SCR00008-002,sensing,sensing_SNR,Sensing SNR with communication active,system,prototype_testbed,scalar,eq,44.6,,,NR,,dB,reported,reported,not_normalized_reported_value,,,,,20-Gb/s PAM4 IM/DD active; 10-kHz PZT vibration; shared 90-km WDM link.,Sensing SNR without communication signal: 45.4 dB.,CG-FTDVS-SENSING-SNR,conditionally_comparable,conditionally_admissible,7,3. Experiments and Result Discussion,,Fig. 7(b),,verified,yes_coexistence_not_tradeoff,phase_d_schema_v1.0_pilot_locked,supported_with_source_specific_guardrail,eligible_quantitative,conditionally_admissible,no,metric_scope_or_definition_guardrail,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-SCR00008-032,STC-SINGLETON-SCR-00008,SCR-00008,COND-SCR00008-COMM-ON-20G-10KHZ-30TRIALS,TRD-SCR00008-002,sensing,other,Location results with communication active,system,prototype_testbed,mean_SD,eq,48.956,,,standard_deviation,1.62,mean km; SD m,reported,reported,not_normalized_reported_value,,,,,20-Gb/s PAM4 IM/DD active; 10-kHz PZT; 30 location trials.,"Communication-off 10-kHz result: mean 48.957 km, SD 1.55 m and fluctuation range 9.4 m.",CG-FTDVS-LOCALIZATION-PRECISION-SD,conditionally_comparable,conditionally_admissible,7,3. Experiments and Result Discussion,,Fig. 7(b),,verified,yes_precision_not_absolute_error|coexistence_not_tradeoff,phase_d_schema_v1.0_pilot_locked,supported_with_source_specific_guardrail,eligible_quantitative,conditionally_admissible,no,metric_scope_or_definition_guardrail,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
P03-M001,STC-TUNABLE-LASER-THZ-FMCW-2025-2026,SCR-00553,C-SCR00553-JW,,joint,optical_frequency,RTF-LD optical sweep range,device_component,laboratory_experiment,range,range,,192.5132,192.5227,NR,,THz,reported,reported,not_normalized_reported_value,,,,,2025 joint waveform,,CG-DESC-RTF-LD-OPTICAL-SWEEP-RANGE,descriptive_only,not_admissible,2,Experiment,,,,verified,yes,phase_d_schema_v1.0_pilot_locked,supported_with_source_specific_guardrail,eligible_quantitative,not_admissible,no,metric_scope_or_definition_guardrail,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
P03-M002,STC-TUNABLE-LASER-THZ-FMCW-2025-2026,SCR-00553,C-SCR00553-JW,P03-T004,sensing,FMCW_bandwidth,FMCW sweep bandwidth,link,laboratory_experiment,scalar,eq,9.5,,,NR,,GHz,reported,reported,not_normalized_reported_value,,,,,2025 joint waveform,,CG-THZ-FMCW-SWEEP-BANDWIDTH-LAB,conditionally_comparable,conditionally_admissible,1-2,Abstract; Results,,Figure 2,,verified,yes,phase_d_schema_v1.0_pilot_locked,supported_with_source_specific_guardrail,eligible_quantitative,conditionally_admissible,no,metric_scope_or_definition_guardrail,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
P03-M003,STC-TUNABLE-LASER-THZ-FMCW-2025-2026,SCR-00553,C-SCR00553-JW,,joint,THz_frequency,Generated THz frequency range,link,laboratory_experiment,range,range,,296.2,305.7,NR,,GHz,reported,reported,not_normalized_reported_value,,,,,2025 joint waveform,,CG-DESC-THZ-SWEPT-CARRIER-RANGE,descriptive_only,not_admissible,2,Results and Discussions,,Figure 2,,verified,yes,phase_d_schema_v1.0_pilot_locked,supported_with_source_specific_guardrail,eligible_quantitative,not_admissible,no,metric_scope_or_definition_guardrail,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
P03-M004,STC-TUNABLE-LASER-THZ-FMCW-2025-2026,SCR-00553,C-SCR00553-JW,,joint,waveform_period,Triangular repetition period,device_component,laboratory_experiment,scalar,eq,800,,,NR,,ns,reported,reported,not_normalized_reported_value,,,,,2025 joint waveform,,CG-THZ-FMCW-REPETITION-PERIOD-LAB,conditionally_comparable,conditionally_admissible,1-2,Experiment; Results,,Figure 2,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,conditionally_admissible,yes_with_conditions,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
P03-M005,STC-TUNABLE-LASER-THZ-FMCW-2025-2026,SCR-00553,C-SCR00553-JW,,joint,laser_switching_time,RTF-LD wavelength switching time,device_component,mixed,scalar,approx,500,,,NR,,ps,reported,reported,not_normalized_reported_value,,,,,RTF-LD platform,,CG-DESC-RTF-LD-SWITCHING-TIME,descriptive_only,not_admissible,1,Experiment,,,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,not_admissible,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
P03-M006,STC-TUNABLE-LASER-THZ-FMCW-2025-2026,SCR-00553,C-SCR00553-JW,,joint,laser_linewidth,RTF-LD linewidth,device_component,mixed,scalar,approx,350,,,NR,,kHz,reported,reported,not_normalized_reported_value,,,,,RTF-LD platform,,CG-DESC-RTF-LD-LINEWIDTH,descriptive_only,not_admissible,1,Experiment,,,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,not_admissible,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
P03-M007,STC-TUNABLE-LASER-THZ-FMCW-2025-2026,SCR-00553,C-SCR00553-JW-R10,,communication,data_rate,ASK data rate,link,laboratory_experiment,scalar,eq,10,,,NR,,Gbit/s,reported,reported,not_normalized_reported_value,,,,,2025 joint waveform,,CG-THZ-ASK-ACHIEVED-DATA-RATE-LAB,conditionally_comparable,conditionally_admissible,1-2,Abstract; Results,,Figure 3a,,verified,yes,phase_d_schema_v1.0_pilot_locked,supported_with_source_specific_guardrail,eligible_quantitative,conditionally_admissible,no,metric_scope_or_definition_guardrail,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
P03-M008,STC-TUNABLE-LASER-THZ-FMCW-2025-2026,SCR-00553,C-SCR00553-JW-R10,,communication,BER,Bit error rate at 10 Gbit/s,link,laboratory_experiment,scalar,lt,1e-13,,,NR,,dimensionless,reported,reported,not_normalized_reported_value,,,,,2025 joint waveform,,CG-THZ-ASK-BER-LAB,conditionally_comparable,conditionally_admissible,1-2,Abstract; Results,,Figure 3a,,verified,yes,phase_d_schema_v1.0_pilot_locked,supported_with_source_specific_guardrail,eligible_quantitative,conditionally_admissible,no,metric_scope_or_definition_guardrail,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
P03-M009,STC-TUNABLE-LASER-THZ-FMCW-2025-2026,SCR-00553,C-SCR00553-JW-R12P5,,communication,data_rate,ASK data rate,link,laboratory_experiment,scalar,eq,12.5,,,NR,,Gbit/s,reported,reported,not_normalized_reported_value,,,,,2025 joint waveform,,CG-THZ-ASK-ACHIEVED-DATA-RATE-LAB,conditionally_comparable,conditionally_admissible,1-2,Abstract; Results,,Figure 3b,,verified,yes,phase_d_schema_v1.0_pilot_locked,supported_with_source_specific_guardrail,eligible_quantitative,conditionally_admissible,no,metric_scope_or_definition_guardrail,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
P03-M010,STC-TUNABLE-LASER-THZ-FMCW-2025-2026,SCR-00553,C-SCR00553-JW-R12P5,,communication,BER,Bit error rate at 12.5 Gbit/s,link,laboratory_experiment,scalar,eq,9.07e-8,,,NR,,dimensionless,reported,reported,not_normalized_reported_value,,,,,2025 joint waveform,,CG-THZ-ASK-BER-LAB,conditionally_comparable,conditionally_admissible,1-2,Abstract; Results,,Figure 3b,,verified,yes,phase_d_schema_v1.0_pilot_locked,supported_with_source_specific_guardrail,eligible_quantitative,conditionally_admissible,no,metric_scope_or_definition_guardrail,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
P03-M011,STC-TUNABLE-LASER-THZ-FMCW-2025-2026,SCR-00553,C-SCR00553-JW,,sensing,local_oscillator_frequency,FMCW receiver LO frequency,device_component,laboratory_experiment,scalar,eq,296.16,,,NR,,GHz,reported,reported,not_normalized_reported_value,,,,,2025 joint waveform FMCW receiver,,CG-DESC-RX-LO-FREQUENCY,descriptive_only,not_admissible,2,Experiment,,Figure 1,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,not_admissible,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
P03-M012,STC-TUNABLE-LASER-THZ-FMCW-2025-2026,SCR-00083,C-SCR00083-FD,,joint,optical_frequency,RTF-LD optical sweep range,device_component,laboratory_experiment,range,range,,192.4684,192.4746,NR,,THz,reported,reported,not_normalized_reported_value,,,,,2026 frequency division,,CG-DESC-RTF-LD-OPTICAL-SWEEP-RANGE,descriptive_only,not_admissible,6,3.1 Experimental Setup,,Figure 4,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,not_admissible,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
P03-M013,STC-TUNABLE-LASER-THZ-FMCW-2025-2026,SCR-00083,C-SCR00083-FD,P03-T003,sensing,THz_carrier_frequency,FMCW radar carrier,link,laboratory_experiment,scalar,approx,240,,,NR,,GHz,reported,reported,not_normalized_reported_value,,,,,2026 frequency division,,CG-DESC-THZ-CARRIER-FREQUENCY,descriptive_only,not_admissible,6,3.1 Experimental Setup,,Figure 4,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,not_admissible,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
P03-M014,STC-TUNABLE-LASER-THZ-FMCW-2025-2026,SCR-00083,C-SCR00083-FD,P03-T003,communication,THz_carrier_frequency,ASK communication carrier,link,laboratory_experiment,scalar,eq,275,,,NR,,GHz,reported,reported,not_normalized_reported_value,,,,,2026 frequency division,,CG-DESC-THZ-CARRIER-FREQUENCY,descriptive_only,not_admissible,6,3.1 Experimental Setup,,Figure 4,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,not_admissible,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
P03-M015,STC-TUNABLE-LASER-THZ-FMCW-2025-2026,SCR-00083,C-SCR00083-FD,,sensing,FMCW_bandwidth,FMCW sweep bandwidth,link,laboratory_experiment,scalar,eq,6.2,,,NR,,GHz,reported,reported,not_normalized_reported_value,,,,,2026 frequency division,,CG-THZ-FMCW-SWEEP-BANDWIDTH-LAB,conditionally_comparable,conditionally_admissible,8,3.2 Results and Discussion,,Figure 7,,verified,yes,phase_d_schema_v1.0_pilot_locked,supported_with_source_specific_guardrail,eligible_quantitative,conditionally_admissible,no,metric_scope_or_definition_guardrail,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
P03-M016,STC-TUNABLE-LASER-THZ-FMCW-2025-2026,SCR-00083,C-SCR00083-FD,,joint,waveform_period,Triangular control period,device_component,laboratory_experiment,scalar,eq,800,,,NR,,ns,reported,reported,not_normalized_reported_value,,,,,2026 frequency division,,CG-THZ-FMCW-REPETITION-PERIOD-LAB,conditionally_comparable,conditionally_admissible,6,3.1 Experimental Setup,,,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,conditionally_admissible,yes_with_conditions,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
P03-M017,STC-TUNABLE-LASER-THZ-FMCW-2025-2026,SCR-00083,C-SCR00083-FD,,sensing,chirp_duration,Single-chirp sweep duration,link,laboratory_experiment,scalar,eq,400,,,NR,,ns,reported,reported,not_normalized_reported_value,,,,,2026 frequency division,,CG-THZ-FMCW-CHIRP-DURATION-LAB,conditionally_comparable,conditionally_admissible,8,3.2 Results and Discussion,,Figure 7,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,conditionally_admissible,yes_with_conditions,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
P03-M018,STC-TUNABLE-LASER-THZ-FMCW-2025-2026,SCR-00083,C-SCR00083-FD-R8,P03-T003,communication,data_rate,Maximum HD-FEC-compliant ASK rate,link,laboratory_experiment,scalar,eq,8,,,NR,,Gbit/s,reported,reported,not_normalized_reported_value,,,,,2026 frequency division,HD-FEC threshold P03-M020,CG-THZ-ASK-HD-FEC-COMPLIANT-RATE-LAB,conditionally_comparable,conditionally_admissible,6,3.2 Results and Discussion,,Figure 6,,verified,yes,phase_d_schema_v1.0_pilot_locked,supported_with_source_specific_guardrail,eligible_quantitative,conditionally_admissible,no,metric_scope_or_definition_guardrail,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
P03-M019,STC-TUNABLE-LASER-THZ-FMCW-2025-2026,SCR-00083,C-SCR00083-FD-R8,P03-T003,communication,BER,BER at 8 Gbit/s,link,laboratory_experiment,scalar,eq,0.0012046,,,NR,,dimensionless,reported,reported,not_normalized_reported_value,,,,,2026 frequency division,HD-FEC threshold P03-M020,CG-THZ-ASK-BER-LAB,conditionally_comparable,conditionally_admissible,6,3.2 Results and Discussion,,Figure 6a,,verified,yes,phase_d_schema_v1.0_pilot_locked,supported_with_source_specific_guardrail,eligible_quantitative,conditionally_admissible,no,metric_scope_or_definition_guardrail,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
P03-M020,STC-TUNABLE-LASER-THZ-FMCW-2025-2026,SCR-00083,C-SCR00083-FD,,communication,FEC_threshold,HD-FEC BER threshold,link,mixed,scalar,eq,0.0038,,,NR,,dimensionless,reported,reported,not_normalized_reported_value,,,,,2026 frequency division and joint-waveform assessment,,CG-DESC-HD-FEC-BER-THRESHOLD,descriptive_only,not_admissible,3;6,Introduction; 3.2,,Figures 6 and 10,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,not_admissible,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
P03-M021,STC-TUNABLE-LASER-THZ-FMCW-2025-2026,SCR-00083,C-SCR00083-FD,,sensing,sweep_linearity,FMCW linear-fit R-squared,link,laboratory_experiment,threshold,gt,0.999,,,NR,,dimensionless,reported,reported,not_normalized_reported_value,,,,,2026 frequency division,,CG-THZ-FMCW-SWEEP-LINEARITY-R2-LAB,conditionally_comparable,conditionally_admissible,8,3.2 Results and Discussion,,Figure 7,,verified,yes,phase_d_schema_v1.0_pilot_locked,supported_with_source_specific_guardrail,eligible_quantitative,conditionally_admissible,no,metric_scope_or_definition_guardrail,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
P03-M022,STC-TUNABLE-LASER-THZ-FMCW-2025-2026,SCR-00083,C-SCR00083-FD-RANGE,P03-T003,sensing,ranging_error,Maximum absolute ranging error,system,laboratory_experiment,scalar,eq,0.55,,,NR,,cm,reported,reported,not_normalized_reported_value,,,,,2026 frequency division; simultaneous ASK and FMCW,set target distances,CG-P03-MICHELSON-MAX-ABS-RANGING-ERROR,directly_comparable,admissible,8,3.2 Results and Discussion,,Figure 8,Equation 6 used for distance,verified,yes,phase_d_schema_v1.0_pilot_locked,supported_with_source_specific_guardrail,eligible_quantitative,admissible,no,metric_scope_or_definition_guardrail,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
P03-M023,STC-TUNABLE-LASER-THZ-FMCW-2025-2026,SCR-00083,C-SCR00083-FD-RANGE,,sensing,reference_distance,Michelson reference distance,system,laboratory_experiment,scalar,eq,6.5,,,NR,,cm,reported,reported,not_normalized_reported_value,,,,,2026 frequency division radar,,CG-DESC-MICHELSON-REFERENCE-DISTANCE,descriptive_only,not_admissible,6,3.1 Experimental Setup,,Figure 5,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,not_admissible,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
P03-M025,STC-TUNABLE-LASER-THZ-FMCW-2025-2026,SCR-00083,C-SCR00083-FD-RX,,communication,local_oscillator_frequency,Receiver LO frequency,device_component,laboratory_experiment,scalar,eq,305,,,NR,,GHz,reported,reported,not_normalized_reported_value,,,,,2026 frequency-division receiver,,CG-DESC-RX-LO-FREQUENCY,descriptive_only,not_admissible,6,3.1 Experimental Setup,,Figure 4,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,not_admissible,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
P03-M026,STC-TUNABLE-LASER-THZ-FMCW-2025-2026,SCR-00083,C-SCR00083-FD-RX,,sensing,intermediate_frequency,Down-converted FMCW IF,device_component,laboratory_experiment,scalar,eq,65,,,NR,,GHz,reported,reported,not_normalized_reported_value,,,,,2026 frequency-division receiver,,CG-DESC-RX-IF-FREQUENCY,descriptive_only,not_admissible,6-7,3.2 Results and Discussion,,,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,not_admissible,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
P03-M027,STC-TUNABLE-LASER-THZ-FMCW-2025-2026,SCR-00083,C-SCR00083-FD-RX,,communication,intermediate_frequency,Down-converted ASK IF,device_component,laboratory_experiment,scalar,eq,30,,,NR,,GHz,reported,reported,not_normalized_reported_value,,,,,2026 frequency-division receiver,,CG-DESC-RX-IF-FREQUENCY,descriptive_only,not_admissible,6-7,3.1-3.2,,Figure 4,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,not_admissible,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
P03-M028,STC-TUNABLE-LASER-THZ-FMCW-2025-2026,SCR-00083,C-SCR00083-FD-RX,P03-T003,communication,receiver_bandwidth,IF amplifier bandwidth,device_component,laboratory_experiment,scalar,eq,38,,,NR,,GHz,reported,reported,not_normalized_reported_value,,,,,2026 frequency-division receiver,,CG-DESC-RX-AMPLIFIER-BANDWIDTH,descriptive_only,not_admissible,6-7,3.1-3.2,,Figure 4,,verified,yes,phase_d_schema_v1.0_pilot_locked,supported_with_source_specific_guardrail,eligible_quantitative,not_admissible,no,metric_scope_or_definition_guardrail,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
